HRIR;HRTF;Configuration;Description;Source;Credits;Points
ciair;CIAIR;Headphones;HRTF from CIAIR (data02). The data can be obtained from The Database of Head Related Transfer Functions hosted by the Takeda Laboratory at Nagoya University: www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;"Fumitada Itakura, Kazuya Takeda, Mikio Ikeda, Shoji Kajita and Takanori Nishino
It is Copyright 1999 by Itakura Laboratory and the Center for Integrated Acoustic Information Research. It is provided free with no restrictions on use, provided the authors are cited.";
mit;MIT,KEMAR;Headphones;HRTF from MIT of the KEMAR dummy head used with ffmpeg`s sofalizer;http://sound.media.mit.edu/resources/KEMAR/;Bill Gardner and Keith Martin, MIT Media Lab;
tub;Tu-berlin,KEMAR;Headphones;HRTF from TU-Berlin of the KEMAR dummy-head used with ffmpeg`s sofalizer;http://doi.org/10.5281/zenodo.55418;Fabian Brinkmann, Germany;
dvs;Dolby Virtual Speaker;Speakers;"Dolby Virtual Speaker Reference
CAUTION: Do not use it with headphones, it is made for stereo speakers!";;Dolby Laboratories, Inc.;
dvs+;Dolby Virtual Speaker;Speakers;"Dolby Virtual Speaker Wide
CAUTION: Do not use it with headphones, it is made for stereo speakers!";;Dolby Laboratories, Inc.;
nahimic;Nahimic,Surround Sound;Headphones;Nahimic 3 Surround Sound;;Nahimic;
nahimic-;Nahimic,Surround Sound;Headphones;Nahimic 3 Surround Sound without reverb;;Nahimic;
oal+++;CIAIR;Headphones;"OpenAL Soft CIAIR HRTF + custom EAX Reverb ""Generic"" with speaker angles of 30°, 90°, 135° and 0°";www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;Fumitada Itakura, Kazuya Takeda, Mikio Ikeda, Shoji Kajita and Takanori Nishino;
ooyh1;Out Of Your Head;Headphones;Out Of Your Head AIX Studio Recording;;Darin Fong Audio;
sonic+;Windows Sonic;Headphones;Windows Sonic 7.1 virtual surround sound for headphones (from Fall Creators Update, more reverb);;Microsoft Corporation;
ssc_dub;Spatial Sound Card;Headphones;"Spatial Sound Card with Dubai location and short room envelope
CAUTION: Do not use any upmix!";;New Audio Technology;
ssc_hù;Spatial Sound Card;Headphones;"Spatial Sound Card with Shanghai location and short room envelope
CAUTION: Do not use any upmix!";;New Audio Technology;
ssc_hù+;Spatial Sound Card;Headphones;"Spatial Sound Card with Shanghai location and medium room envelope
CAUTION: Do not use any upmix!";;New Audio Technology;
ssc_ny+;Spatial Sound Card;Headphones;"Spatial Sound Card with New York location and medium room envelope
CAUTION: Do not use any upmix!";;New Audio Technology;
ssc_syd;Spatial Sound Card;Headphones;"Spatial Sound Card with Sydney location and short room envelope
CAUTION: Do not use any upmix!";;New Audio Technology;
ssc_syd+;Spatial Sound Card;Headphones;"Spatial Sound Card with Sydney location and medium room envelope
CAUTION: Do not use any upmix!";;New Audio Technology;
sbc0;SBX Pro Studio;Headphones;SBX Pro Studio Surround Surround at 0 via Sound Blaster Cinema 5 (Realtek onboard on Asrock B450 Fata1ity Gaming K4);https://sourceforge.net/p/hesuvi/discussion/general/thread/06e58a6b42/;Creative Technology Ltd.;
sbc10;SBX Pro Studio;Headphones;SBX Pro Studio Surround Surround at 10 via Sound Blaster Cinema 5 (Realtek onboard on Asrock B450 Fata1ity Gaming K4);https://sourceforge.net/p/hesuvi/discussion/general/thread/06e58a6b42/;Creative Technology Ltd.;
sbc20;SBX Pro Studio;Headphones;SBX Pro Studio Surround Surround at 20 via Sound Blaster Cinema 5 (Realtek onboard on Asrock B450 Fata1ity Gaming K4);https://sourceforge.net/p/hesuvi/discussion/general/thread/06e58a6b42/;Creative Technology Ltd.;
cf02;Club Fritz;Headphones;HRTFs of Neumann KU 100 measured as part of the Club Fritz project used with ffmpeg`s sofalizer;dx.doi.org/10.1109/JSTSP.2015.2400417;Brian Katz, France;
cf10;Club Fritz;Headphones;HRTFs of Neumann KU 100 measured as part of the Club Fritz project used with ffmpeg`s sofalizer;dx.doi.org/10.1109/JSTSP.2015.2400417;Brian Katz, France;
Aachen_MRT01;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT02;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT03;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT04;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT05;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT06;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT07;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT08;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT09;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT10;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT11;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT12;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT13;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT14;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT15;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT16;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT17;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT18;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT19;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT20;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT21;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT22;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT23;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT24;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT25;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT26;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT27;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT28;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT29;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT30;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
Aachen_MRT31;Aachen;Headphones;HRTFs from the Aachen HRTF database, combined with anthropometric data and 3D ear models of of 48 listeners. See the license. (Credit: Janina Fels, Aachen);http://www.akustik.rwth-aachen.de/go/id/lsly;Janina Fels, Aachen;
